frame,row,col,x,y,z,conf
127,22,5,-187,-710,2627,1
127,23,5,-142,-710,2633,1
127,24,5,-96,-709,2631,1
127,25,5,-50,-711,2640,1
127,26,5,-4,-709,2633,1
127,27,5,42,-711,2639,1
127,28,5,88,-712,2640,1
127,29,5,134,-711,2637,1
127,30,5,180,-713,2641,1
127,31,5,226,-713,2636,1
127,32,5,274,-719,2654,1
127,33,5,321,-719,2649,1
127,34,5,370,-724,2663,1
127,35,5,418,-728,2669,1
127,36,5,466,-729,2665,1
127,37,5,518,-735,2679,1
127,38,5,568,-739,2684,1
127,39,5,625,-751,2715,1
127,40,5,676,-754,2713,1
127,41,5,730,-759,2720,1
127,42,5,784,-764,2724,1
127,43,5,839,-769,2727,1
127,44,5,892,-772,2724,1
127,45,5,947,-777,2723,1
127,46,5,998,-777,2708,1
127,47,5,1046,-775,2682,1
127,48,5,1097,-776,2666,1
127,49,5,1139,-771,2627,1
127,50,5,1183,-767,2593,1
127,51,5,1225,-762,2556,1
127,52,5,1264,-756,2512,1
127,53,5,1301,-749,2467,1
127,0,6,-1194,-664,2369,1
127,1,6,-1167,-675,2429,1
127,2,6,-1141,-687,2494,1
127,3,6,-1102,-692,2532,1
127,4,6,-1045,-686,2528,1
127,5,6,-973,-670,2486,1
127,6,6,-899,-649,2428,1
127,7,6,-834,-634,2387,1
127,8,6,-801,-642,2431,1
127,9,6,-771,-655,2493,1
127,10,6,-741,-668,2555,1
127,11,6,-698,-671,2581,1
127,12,6,-652,-672,2595,1
127,13,6,-605,-670,2602,1
127,14,6,-560,-672,2617,1
127,15,6,-512,-670,2619,1
127,16,6,-464,-667,2618,1
127,17,6,-416,-664,2612,1
127,18,6,-368,-659,2602,1
127,19,6,-322,-659,2606,1
127,20,6,-275,-656,2601,1
127,21,6,-230,-656,2603,1
127,22,6,-185,-656,2609,1
127,23,6,-139,-653,2601,1
127,24,6,-94,-654,2605,1
127,25,6,-49,-653,2602,1
127,26,6,-4,-653,2601,1
127,27,6,41,-653,2604,1
127,28,6,86,-654,2606,1
127,29,6,132,-656,2611,1
127,30,6,177,-657,2612,1
127,31,6,222,-656,2606,1
127,32,6,269,-658,2611,1
127,33,6,315,-660,2612,1
127,34,6,362,-663,2617,1
127,35,6,410,-668,2629,1
127,36,6,458,-670,2630,1
127,37,6,506,-673,2633,1
127,38,6,557,-679,2646,1
127,39,6,610,-685,2661,1
127,40,6,663,-691,2671,1
127,41,6,712,-693,2667,1
127,42,6,771,-702,2690,1
127,43,6,822,-705,2687,1
127,44,6,880,-712,2698,1
127,45,6,935,-717,2701,1
127,46,6,994,-724,2708,1
127,47,6,1047,-726,2698,1
127,48,6,1098,-727,2681,1
127,49,6,1145,-725,2654,1
127,50,6,1189,-721,2619,1
127,51,6,1231,-717,2582,1
127,52,6,1276,-714,2550,1
127,53,6,1315,-709,2508,1
127,0,7,-1202,-622,2396,1
127,1,7,-1177,-634,2460,1
127,2,7,-1148,-644,2520,1
127,3,7,-1111,-650,2564,1
127,4,7,-1056,-645,2566,1
127,5,7,-993,-636,2548,1
127,6,7,-919,-618,2493,1
127,7,7,-850,-602,2442,1
127,8,7,-812,-606,2477,1
127,9,7,-777,-614,2523,1
127,10,7,-737,-618,2553,1
127,11,7,-692,-619,2569,1
127,12,7,-646,-619,2580,1
127,13,7,-597,-616,2579,1
127,14,7,-549,-614,2580,1
127,15,7,-502,-611,2579,1
127,16,7,-455,-610,2581,1
127,17,7,-408,-607,2577,1
127,18,7,-363,-607,2584,1
127,19,7,-317,-604,2579,1
127,20,7,-272,-603,2578,1
127,21,7,-226,-600,2570,1
127,22,7,-181,-600,2572,1
127,23,7,-137,-599,2574,1
127,24,7,-92,-598,2571,1
127,25,7,-48,-601,2583,1
127,26,7,-4,-598,2570,1
127,27,7,41,-598,2571,1
127,28,7,85,-600,2580,1
127,29,7,129,-599,2571,1
127,30,7,174,-600,2575,1
127,31,7,219,-602,2580,1
127,32,7,266,-606,2594,1
127,33,7,310,-604,2580,1
127,34,7,357,-609,2593,1
127,35,7,404,-611,2596,1
127,36,7,449,-612,2590,1
127,37,7,499,-617,2607,1
127,38,7,547,-619,2605,1
127,39,7,598,-625,2620,1
127,40,7,652,-633,2639,1
127,41,7,702,-636,2641,1
127,42,7,753,-639,2639,1
127,43,7,810,-646,2657,1
127,44,7,864,-651,2663,1
127,45,7,922,-658,2674,1
127,46,7,975,-661,2671,1
127,47,7,1031,-665,2669,1
127,48,7,1089,-671,2673,1
127,49,7,1141,-672,2657,1
127,50,7,1193,-674,2642,1
127,51,7,1237,-670,2607,1
127,52,7,1282,-668,2574,1
127,53,7,1329,-667,2547,1
127,0,8,-1223,-586,2448,1
127,1,8,-1190,-593,2498,1
127,2,8,-1150,-597,2536,1
127,3,8,-1106,-599,2564,1
127,4,8,-1051,-595,2566,1
127,5,8,-994,-589,2560,1
127,6,8,-932,-580,2539,1
127,7,8,-868,-569,2503,1
127,8,8,-817,-565,2501,1
127,9,8,-774,-567,2524,1
127,10,8,-733,-570,2552,1
127,11,8,-684,-567,2551,1
127,12,8,-637,-566,2557,1
127,13,8,-591,-564,2563,1
127,14,8,-541,-559,2550,1
127,15,8,-493,-556,2544,1
127,16,8,-448,-555,2547,1
127,17,8,-402,-553,2546,1
127,18,8,-357,-552,2547,1
127,19,8,-311,-550,2544,1
127,20,8,-267,-549,2546,1
127,21,8,-222,-547,2539,1
127,22,8,-179,-547,2544,1
127,23,8,-135,-547,2546,1
127,24,8,-91,-544,2536,1
127,25,8,-47,-547,2549,1
127,26,8,-4,-546,2545,1
127,27,8,40,-545,2540,1
127,28,8,84,-547,2548,1
127,29,8,128,-546,2544,1
127,30,8,172,-549,2556,1
127,31,8,215,-547,2542,1
127,32,8,260,-548,2544,1
127,33,8,305,-551,2550,1
127,34,8,351,-554,2556,1
127,35,8,396,-555,2555,1
127,36,8,441,-555,2550,1
127,37,8,489,-560,2565,1
127,38,8,540,-566,2583,1
127,39,8,586,-568,2579,1
127,40,8,636,-572,2586,1
127,41,8,686,-575,2590,1
127,42,8,739,-580,2601,1
127,43,8,789,-583,2601,1
127,44,8,845,-590,2615,1
127,45,8,904,-597,2633,1
127,46,8,960,-603,2639,1
127,47,8,1016,-608,2643,1
127,48,8,1068,-609,2632,1
127,49,8,1127,-615,2637,1
127,50,8,1187,-621,2640,1
127,51,8,1241,-623,2627,1
127,52,8,1290,-622,2602,1
127,53,8,1339,-622,2577,1
127,0,9,-1228,-541,2468,1
127,1,9,-1191,-546,2511,1
127,2,9,-1143,-546,2532,1
127,3,9,-1095,-545,2549,1
127,4,9,-1036,-540,2541,1
127,5,9,-983,-536,2542,1
127,6,9,-928,-531,2537,1
127,7,9,-872,-525,2524,1
127,8,9,-816,-519,2510,1
127,9,9,-771,-519,2523,1
127,10,9,-725,-519,2534,1
127,11,9,-674,-514,2523,1
127,12,9,-627,-512,2525,1
127,13,9,-581,-511,2532,1
127,14,9,-534,-508,2529,1
127,15,9,-488,-506,2528,1
127,16,9,-441,-503,2522,1
127,17,9,-393,-498,2502,1
127,18,9,-351,-499,2514,1
127,19,9,-307,-498,2514,1
127,20,9,-262,-496,2510,1
127,21,9,-219,-497,2516,1
127,22,9,-176,-496,2515,1
127,23,9,-133,-496,2521,1
127,24,9,-89,-493,2506,1
127,25,9,-46,-494,2514,1
127,26,9,-3,-494,2512,1
127,27,9,40,-495,2519,1
127,28,9,82,-494,2511,1
127,29,9,126,-494,2512,1
127,30,9,169,-495,2513,1
127,31,9,213,-499,2527,1
127,32,9,257,-499,2525,1
127,33,9,300,-498,2516,1
127,34,9,345,-501,2526,1
127,35,9,390,-503,2529,1
127,36,9,436,-505,2532,1
127,37,9,481,-506,2529,1
127,38,9,529,-511,2542,1
127,39,9,576,-512,2541,1
127,40,9,626,-517,2552,1
127,41,9,674,-520,2555,1
127,42,9,725,-524,2562,1
127,43,9,775,-527,2563,1
127,44,9,827,-531,2567,1
127,45,9,884,-537,2585,1
127,46,9,938,-541,2588,1
127,47,9,995,-547,2598,1
127,48,9,1054,-553,2608,1
127,49,9,1113,-559,2614,1
127,50,9,1166,-561,2603,1
127,51,9,1227,-567,2609,1
127,52,9,1286,-571,2605,1
127,53,9,1341,-573,2593,1
127,0,10,-1227,-494,2475,1
127,1,10,-1182,-495,2502,1
127,2,10,-1131,-493,2513,1
127,3,10,-1072,-488,2506,1
127,4,10,-1022,-486,2516,1
127,5,10,-968,-482,2512,1
127,6,10,-915,-479,2512,1
127,7,10,-861,-474,2502,1
127,8,10,-810,-470,2498,1
127,9,10,-761,-468,2499,1
127,10,10,-713,-466,2500,1
127,11,10,-663,-462,2491,1
127,12,10,-617,-460,2495,1
127,13,10,-572,-459,2500,1
127,14,10,-524,-456,2492,1
127,15,10,-479,-454,2493,1
127,16,10,-436,-454,2501,1
127,17,10,-390,-451,2491,1
127,18,10,-344,-448,2478,1
127,19,10,-300,-446,2473,1
127,20,10,-257,-445,2472,1
127,21,10,-214,-443,2468,1
127,22,10,-173,-445,2481,1
127,23,10,-130,-444,2478,1
127,24,10,-88,-445,2487,1
127,25,10,-45,-443,2474,1
127,26,10,-3,-444,2481,1
127,27,10,39,-445,2485,1
127,28,10,81,-444,2483,1
127,29,10,124,-445,2484,1
127,30,10,166,-445,2483,1
127,31,10,209,-446,2483,1
127,32,10,253,-449,2499,1
127,33,10,296,-450,2496,1
127,34,10,340,-451,2495,1
127,35,10,384,-452,2496,1
127,36,10,428,-453,2496,1
127,37,10,473,-454,2494,1
127,38,10,520,-458,2506,1
127,39,10,566,-460,2508,1
127,40,10,613,-463,2510,1
127,41,10,662,-466,2517,1
127,42,10,710,-469,2518,1
127,43,10,763,-474,2532,1
127,44,10,813,-476,2533,1
127,45,10,866,-481,2542,1
127,46,10,922,-486,2553,1
127,47,10,977,-491,2560,1
127,48,10,1035,-496,2568,1
127,49,10,1088,-498,2563,1
127,50,10,1151,-506,2580,1
127,51,10,1215,-512,2591,1
127,52,10,1270,-515,2582,1
127,53,10,1326,-517,2572,1
127,0,11,-1223,-446,2477,1
127,1,11,-1165,-442,2475,1
127,2,11,-1111,-438,2477,1
127,3,11,-1061,-437,2487,1
127,4,11,-1005,-433,2482,1
127,5,11,-955,-431,2488,1
127,6,11,-900,-426,2477,1
127,7,11,-850,-423,2478,1
127,8,11,-798,-420,2472,1
127,9,11,-749,-417,2469,1
127,10,11,-701,-414,2467,1
127,11,11,-655,-413,2471,1
127,12,11,-609,-411,2469,1
127,13,11,-563,-409,2468,1
127,14,11,-517,-407,2467,1
127,15,11,-470,-403,2452,1
127,16,11,-427,-403,2459,1
127,17,11,-383,-401,2454,1
127,18,11,-340,-400,2457,1
127,19,11,-297,-399,2453,1
127,20,11,-254,-397,2448,1
127,21,11,-210,-394,2431,1
127,22,11,-169,-395,2440,1
127,23,11,-127,-393,2434,1
127,24,11,-86,-395,2444,1
127,25,11,-45,-395,2445,1
127,26,11,-3,-395,2446,1
127,27,11,38,-395,2447,1
127,28,11,80,-395,2447,1
127,29,11,122,-396,2449,1
127,30,11,164,-397,2458,1
127,31,11,207,-398,2460,1
127,32,11,249,-399,2461,1
127,33,11,291,-399,2457,1
127,34,11,334,-400,2457,1
127,35,11,378,-402,2463,1
127,36,11,422,-404,2467,1
127,37,11,466,-406,2468,1
127,38,11,514,-409,2482,1
127,39,11,560,-412,2486,1
127,40,11,606,-414,2489,1
127,41,11,650,-414,2477,1
127,42,11,700,-418,2488,1
127,43,11,749,-420,2492,1
127,44,11,800,-424,2501,1
127,45,11,848,-426,2495,1
127,46,11,903,-431,2508,1
127,47,11,959,-435,2519,1
127,48,11,1016,-440,2530,1
127,49,11,1072,-444,2533,1
127,50,11,1129,-448,2537,1
127,51,11,1187,-453,2540,1
127,52,11,1251,-458,2551,1
127,53,11,1313,-463,2555,1
127,0,12,-1202,-392,2442,1
127,1,12,-1150,-390,2450,1
127,2,12,-1098,-388,2455,1
127,3,12,-1042,-384,2450,1
127,4,12,-989,-381,2450,1
127,5,12,-938,-378,2450,1
127,6,12,-885,-375,2443,1
127,7,12,-837,-373,2449,1
127,8,12,-785,-369,2437,1
127,9,12,-741,-369,2448,1
127,10,12,-693,-366,2444,1
127,11,12,-644,-363,2437,1
127,12,12,-599,-361,2436,1
127,13,12,-554,-360,2436,1
127,14,12,-509,-359,2436,1
127,15,12,-465,-357,2432,1
127,16,12,-420,-354,2423,1
127,17,12,-377,-353,2424,1
127,18,12,-333,-351,2414,1
127,19,12,-293,-352,2424,1
127,20,12,-250,-350,2419,1
127,21,12,-209,-349,2418,1
127,22,12,-167,-349,2416,1
127,23,12,-125,-347,2404,1
127,24,12,-84,-346,2399,1
127,25,12,-44,-346,2406,1
127,26,12,-3,-348,2418,1
127,27,12,38,-348,2417,1
127,28,12,79,-348,2418,1
127,29,12,120,-348,2416,1
127,30,12,161,-349,2420,1
127,31,12,203,-349,2418,1
127,32,12,245,-352,2429,1
127,33,12,286,-351,2423,1
127,34,12,330,-354,2432,1
127,35,12,371,-353,2425,1
127,36,12,415,-355,2432,1
127,37,12,459,-357,2436,1
127,38,12,503,-359,2437,1
127,39,12,551,-362,2453,1
127,40,12,596,-364,2453,1
127,41,12,641,-365,2449,1
127,42,12,689,-368,2458,1
127,43,12,738,-370,2461,1
127,44,12,788,-374,2470,1
127,45,12,837,-376,2470,1
127,46,12,890,-380,2479,1
127,47,12,940,-382,2477,1
127,48,12,995,-386,2485,1
127,49,12,1050,-389,2490,1
127,50,12,1108,-394,2497,1
127,51,12,1166,-398,2501,1
127,52,12,1227,-402,2510,1
127,53,12,1283,-405,2505,1
127,0,13,-1185,-341,2414,1
127,1,13,-1133,-339,2420,1
127,2,13,-1074,-335,2410,1
127,3,13,-1020,-331,2405,1
127,4,13,-971,-330,2412,1
127,5,13,-922,-328,2416,1
127,6,13,-871,-326,2413,1
127,7,13,-820,-323,2406,1
127,8,13,-771,-320,2400,1
127,9,13,-725,-319,2403,1
127,10,13,-677,-316,2395,1
127,11,13,-633,-315,2399,1
127,12,13,-587,-313,2394,1
127,13,13,-543,-312,2396,1
127,14,13,-497,-309,2385,1
127,15,13,-455,-308,2389,1
127,16,13,-414,-308,2397,1
127,17,13,-371,-307,2393,1
127,18,13,-329,-306,2391,1
127,19,13,-287,-305,2387,1
127,20,13,-246,-304,2387,1
127,21,13,-205,-303,2384,1
127,22,13,-165,-303,2386,1
127,23,13,-124,-303,2385,1
127,24,13,-83,-302,2383,1
127,25,13,-43,-301,2379,1
127,26,13,-3,-302,2380,1
127,27,13,37,-302,2382,1
127,28,13,78,-302,2383,1
127,29,13,119,-303,2392,1
127,30,13,159,-304,2395,1
127,31,13,200,-304,2390,1
127,32,13,241,-305,2394,1
127,33,13,282,-305,2391,1
127,34,13,324,-307,2397,1
127,35,13,367,-308,2404,1
127,36,13,409,-309,2401,1
127,37,13,451,-309,2397,1
127,38,13,495,-311,2405,1
127,39,13,541,-314,2413,1
127,40,13,585,-315,2415,1
127,41,13,633,-318,2424,1
127,42,13,678,-319,2424,1
127,43,13,728,-323,2435,1
127,44,13,771,-323,2423,1
127,45,13,822,-326,2432,1
127,46,13,877,-330,2448,1
127,47,13,926,-332,2446,1
127,48,13,977,-334,2445,1
127,49,13,1031,-337,2450,1
127,50,13,1085,-340,2452,1
127,51,13,1143,-344,2459,1
127,52,13,1202,-348,2466,1
127,53,13,1262,-351,2469,1
127,0,14,-1163,-290,2375,1
127,1,14,-1111,-288,2379,1
127,2,14,-1061,-287,2386,1
127,3,14,-1006,-283,2379,1
127,4,14,-954,-281,2376,1
127,5,14,-905,-279,2377,1
127,6,14,-858,-278,2380,1
127,7,14,-807,-275,2372,1
127,8,14,-760,-273,2372,1
127,9,14,-714,-272,2373,1
127,10,14,-667,-270,2366,1
127,11,14,-621,-268,2362,1
127,12,14,-577,-266,2358,1
127,13,14,-535,-266,2367,1
127,14,14,-491,-265,2362,1
127,15,14,-449,-263,2359,1
127,16,14,-407,-263,2362,1
127,17,14,-365,-262,2359,1
127,18,14,-324,-261,2362,1
127,19,14,-283,-260,2358,1
127,20,14,-242,-260,2355,1
127,21,14,-202,-259,2358,1
127,22,14,-163,-260,2364,1
127,23,14,-123,-260,2365,1
127,24,14,-82,-259,2363,1
127,25,14,-43,-259,2359,1
127,26,14,-3,-258,2351,1
127,27,14,37,-258,2353,1
127,28,14,77,-258,2351,1
127,29,14,117,-259,2356,1
127,30,14,157,-260,2368,1
127,31,14,198,-261,2372,1
127,32,14,238,-261,2366,1
127,33,14,279,-262,2369,1
127,34,14,320,-262,2369,1
127,35,14,361,-263,2368,1
127,36,14,403,-264,2374,1
127,37,14,446,-265,2375,1
127,38,14,488,-266,2374,1
127,39,14,532,-268,2381,1
127,40,14,578,-270,2389,1
127,41,14,622,-271,2387,1
127,42,14,667,-272,2390,1
127,43,14,716,-275,2401,1
127,44,14,761,-276,2394,1
127,45,14,813,-279,2411,1
127,46,14,861,-281,2409,1
127,47,14,910,-283,2409,1
127,48,14,961,-285,2411,1
127,49,14,1016,-288,2421,1
127,50,14,1068,-290,2419,1
127,51,14,1126,-294,2429,1
127,52,14,1181,-296,2428,1
127,53,14,1242,-300,2437,1
127,0,15,-1151,-243,2355,1
127,1,15,-1094,-240,2348,1
127,2,15,-1044,-239,2352,1
127,3,15,-992,-236,2349,1
127,4,15,-940,-234,2345,1
127,5,15,-893,-233,2351,1
127,6,15,-847,-232,2356,1
127,7,15,-793,-229,2336,1
127,8,15,-747,-227,2335,1
127,9,15,-702,-226,2337,1
127,10,15,-659,-226,2342,1
127,11,15,-613,-224,2335,1
127,12,15,-569,-223,2333,1
127,13,15,-528,-222,2339,1
127,14,15,-485,-221,2337,1
127,15,15,-444,-221,2340,1
127,16,15,-403,-220,2341,1
127,17,15,-362,-219,2341,1
127,18,15,-321,-219,2343,1
127,19,15,-280,-218,2340,1
127,20,15,-240,-218,2341,1
127,21,15,-200,-218,2341,1
127,22,15,-161,-217,2343,1
127,23,15,-121,-217,2344,1
127,24,15,-81,-217,2341,1
127,25,15,-42,-216,2337,1
127,26,15,-3,-216,2334,1
127,27,15,37,-217,2347,1
127,28,15,76,-217,2342,1
127,29,15,115,-216,2333,1
127,30,15,155,-217,2337,1
127,31,15,195,-217,2338,1
127,32,15,235,-218,2341,1
127,33,15,275,-218,2343,1
127,34,15,316,-219,2345,1
127,35,15,357,-220,2348,1
127,36,15,398,-221,2348,1
127,37,15,440,-221,2346,1
127,38,15,483,-223,2354,1
127,39,15,525,-223,2353,1
127,40,15,569,-224,2354,1
127,41,15,613,-226,2358,1
127,42,15,659,-227,2363,1
127,43,15,705,-229,2369,1
127,44,15,753,-231,2375,1
127,45,15,800,-232,2376,1
127,46,15,851,-235,2386,1
127,47,15,901,-237,2388,1
127,48,15,951,-239,2391,1
127,49,15,1000,-240,2385,1
127,50,15,1053,-242,2389,1
127,51,15,1104,-244,2385,1
127,52,15,1163,-247,2395,1
127,53,15,1223,-250,2403,1
127,0,16,-1139,-197,2334,1
127,1,16,-1081,-194,2324,1
127,2,16,-1030,-193,2325,1
127,3,16,-976,-190,2318,1
127,4,16,-926,-189,2315,1
127,5,16,-878,-188,2316,1
127,6,16,-830,-186,2313,1
127,7,16,-782,-184,2306,1
127,8,16,-738,-184,2310,1
127,9,16,-693,-183,2310,1
127,10,16,-651,-182,2316,1
127,11,16,-607,-181,2314,1
127,12,16,-562,-180,2306,1
127,13,16,-520,-179,2308,1
127,14,16,-478,-178,2308,1
127,15,16,-438,-178,2312,1
127,16,16,-398,-178,2316,1
127,17,16,-356,-177,2306,1
127,18,16,-318,-177,2320,1
127,19,16,-276,-176,2309,1
127,20,16,-237,-176,2317,1
127,21,16,-197,-175,2307,1
127,22,16,-159,-175,2315,1
127,23,16,-119,-175,2316,1
127,24,16,-81,-176,2320,1
127,25,16,-41,-175,2317,1
127,26,16,-3,-175,2311,1
127,27,16,36,-175,2317,1
127,28,16,76,-176,2323,1
127,29,16,114,-175,2317,1
127,30,16,154,-176,2321,1
127,31,16,192,-175,2303,1
127,32,16,232,-176,2319,1
127,33,16,272,-177,2317,1
127,34,16,312,-177,2315,1
127,35,16,353,-178,2324,1
127,36,16,393,-178,2320,1
127,37,16,436,-179,2331,1
127,38,16,477,-180,2328,1
127,39,16,519,-181,2327,1
127,40,16,562,-182,2331,1
127,41,16,604,-182,2328,1
127,42,16,650,-184,2334,1
127,43,16,694,-184,2333,1
127,44,16,742,-186,2343,1
127,45,16,789,-187,2345,1
127,46,16,837,-189,2349,1
127,47,16,888,-191,2359,1
127,48,16,942,-193,2371,1
127,49,16,989,-194,2364,1
127,50,16,1040,-196,2363,1
127,51,16,1091,-197,2361,1
127,52,16,1147,-199,2366,1
127,53,16,1210,-202,2382,1
127,0,17,-1118,-150,2294,1
127,1,17,-1064,-149,2291,1
127,2,17,-1013,-147,2290,1
127,3,17,-963,-146,2288,1
127,4,17,-911,-145,2280,1
127,5,17,-863,-143,2279,1
127,6,17,-817,-143,2281,1
127,7,17,-775,-142,2290,1
127,8,17,-730,-141,2288,1
127,9,17,-684,-140,2285,1
127,10,17,-642,-140,2290,1
127,11,17,-599,-139,2287,1
127,12,17,-555,-138,2281,1
127,13,17,-515,-138,2289,1
127,14,17,-472,-137,2283,1
127,15,17,-433,-137,2289,1
127,16,17,-393,-137,2289,1
127,17,17,-353,-136,2293,1
127,18,17,-313,-136,2292,1
127,19,17,-273,-135,2283,1
127,20,17,-234,-135,2291,1
127,21,17,-196,-135,2297,1
127,22,17,-156,-135,2289,1
127,23,17,-118,-135,2292,1
127,24,17,-79,-135,2294,1
127,25,17,-41,-135,2297,1
127,26,17,-2,-135,2297,1
127,27,17,36,-135,2297,1
127,28,17,75,-135,2304,1
127,29,17,114,-136,2305,1
127,30,17,152,-135,2294,1
127,31,17,191,-136,2300,1
127,32,17,230,-135,2293,1
127,33,17,268,-135,2282,1
127,34,17,307,-136,2285,1
127,35,17,349,-137,2302,1
127,36,17,389,-137,2297,1
127,37,17,429,-137,2296,1
127,38,17,473,-139,2311,1
127,39,17,514,-139,2308,1
127,40,17,557,-140,2314,1
127,41,17,599,-140,2308,1
127,42,17,640,-141,2302,1
127,43,17,686,-142,2311,1
127,44,17,730,-142,2308,1
127,45,17,779,-144,2318,1
127,46,17,824,-145,2315,1
127,47,17,873,-146,2322,1
127,48,17,923,-147,2326,1
127,49,17,972,-148,2326,1
127,50,17,1029,-150,2341,1
127,51,17,1082,-152,2345,1
127,52,17,1129,-152,2332,1
127,53,17,1185,-154,2335,1
127,0,18,-1102,-106,2264,1
127,1,18,-1050,-105,2262,1
127,2,18,-994,-103,2250,1
127,3,18,-949,-103,2258,1
127,4,18,-899,-102,2253,1
127,5,18,-854,-101,2258,1
127,6,18,-808,-101,2258,1
127,7,18,-760,-100,2249,1
127,8,18,-718,-99,2255,1
127,9,18,-676,-99,2260,1
127,10,18,-632,-98,2254,1
127,11,18,-592,-98,2266,1
127,12,18,-549,-98,2258,1
127,13,18,-509,-97,2263,1
127,14,18,-468,-97,2263,1
127,15,18,-428,-97,2263,1
127,16,18,-389,-97,2273,1
127,17,18,-349,-96,2271,1
127,18,18,-309,-96,2265,1
127,19,18,-270,-96,2261,1
127,20,18,-231,-95,2260,1
127,21,18,-193,-95,2266,1
127,22,18,-155,-95,2269,1
127,23,18,-117,-95,2270,1
127,24,18,-78,-95,2268,1
127,25,18,-40,-95,2271,1
127,26,18,-2,-95,2265,1
127,27,18,36,-95,2267,1
127,28,18,74,-95,2273,1
127,29,18,112,-96,2277,1
127,30,18,151,-96,2278,1
127,31,18,189,-96,2275,1
127,32,18,227,-96,2268,1
127,33,18,264,-95,2252,1
127,34,18,302,-95,2245,1
127,35,18,343,-96,2262,1
127,36,18,384,-97,2271,1
127,37,18,426,-97,2280,1
127,38,18,467,-98,2282,1
127,39,18,507,-98,2278,1
127,40,18,550,-99,2285,1
127,41,18,591,-99,2280,1
127,42,18,635,-100,2285,1
127,43,18,679,-100,2286,1
127,44,18,721,-101,2282,1
127,45,18,768,-101,2287,1
127,46,18,814,-102,2289,1
127,47,18,862,-103,2293,1
127,48,18,910,-104,2296,1
127,49,18,960,-105,2299,1
127,50,18,1011,-106,2303,1
127,51,18,1069,-107,2317,1
127,52,18,1118,-108,2311,1
127,53,18,1168,-108,2304,1
127,0,19,-1082,-62,2226,1
127,1,19,-1031,-62,2225,1
127,2,19,-984,-61,2230,1
127,3,19,-937,-61,2231,1
127,4,19,-891,-61,2234,1
127,5,19,-845,-60,2234,1
127,6,19,-797,-60,2229,1
127,7,19,-756,-60,2238,1
127,8,19,-712,-59,2237,1
127,9,19,-667,-59,2231,1
127,10,19,-626,-58,2235,1
127,11,19,-584,-58,2237,1
127,12,19,-543,-58,2238,1
127,13,19,-503,-58,2238,1
127,14,19,-463,-58,2240,1
127,15,19,-423,-57,2239,1
127,16,19,-384,-57,2246,1
127,17,19,-346,-57,2248,1
127,18,19,-307,-57,2250,1
127,19,19,-267,-57,2238,1
127,20,19,-229,-57,2244,1
127,21,19,-191,-57,2243,1
127,22,19,-153,-56,2239,1
127,23,19,-115,-56,2239,1
127,24,19,-77,-56,2242,1
127,25,19,-40,-56,2247,1
127,26,19,-2,-56,2241,1
127,27,19,35,-56,2237,1
127,28,19,73,-57,2247,1
127,29,19,111,-56,2245,1
127,30,19,149,-57,2244,1
127,31,19,186,-56,2238,1
127,32,19,224,-56,2235,1
127,33,19,262,-57,2233,1
127,34,19,299,-56,2225,1
127,35,19,337,-57,2224,1
127,36,19,378,-57,2235,1
127,37,19,419,-57,2244,1
127,38,19,462,-58,2258,1
127,39,19,503,-58,2263,1
127,40,19,542,-58,2254,1
127,41,19,585,-59,2258,1
127,42,19,627,-59,2259,1
127,43,19,671,-59,2263,1
127,44,19,716,-60,2266,1
127,45,19,759,-60,2263,1
127,46,19,803,-60,2261,1
127,47,19,849,-61,2260,1
127,48,19,897,-61,2264,1
127,49,19,947,-62,2269,1
127,50,19,997,-62,2272,1
127,51,19,1052,-63,2282,1
127,52,19,1099,-64,2273,1
127,53,19,1158,-65,2287,1
127,0,20,-1068,-20,2197,1
127,1,20,-1016,-20,2192,1
127,2,20,-969,-20,2196,1
127,3,20,-925,-20,2204,1
127,4,20,-878,-20,2201,1
127,5,20,-835,-20,2208,1
127,6,20,-790,-20,2208,1
127,7,20,-747,-20,2212,1
127,8,20,-704,-20,2215,1
127,9,20,-660,-19,2208,1
127,10,20,-621,-19,2219,1
127,11,20,-579,-19,2218,1
127,12,20,-538,-19,2217,1
127,13,20,-497,-19,2215,1
127,14,20,-457,-19,2214,1
127,15,20,-419,-19,2220,1
127,16,20,-381,-19,2225,1
127,17,20,-341,-19,2221,1
127,18,20,-303,-19,2220,1
127,19,20,-264,-19,2218,1
127,20,20,-226,-19,2219,1
127,21,20,-188,-19,2216,1
127,22,20,-151,-19,2221,1
127,23,20,-114,-19,2217,1
127,24,20,-77,-19,2220,1
127,25,20,-39,-19,2215,1
127,26,20,-2,-19,2215,1
127,27,20,35,-19,2218,1
127,28,20,72,-19,2223,1
127,29,20,110,-19,2227,1
127,30,20,147,-19,2224,1
127,31,20,183,-19,2204,1
127,32,20,220,-19,2201,1
127,33,20,258,-19,2202,1
127,34,20,297,-19,2209,1
127,35,20,333,-19,2197,1
127,36,20,374,-19,2211,1
127,37,20,412,-19,2205,1
127,38,20,454,-19,2221,1
127,39,20,496,-19,2231,1
127,40,20,540,-19,2246,1
127,41,20,581,-19,2245,1
127,42,20,622,-20,2241,1
127,43,20,666,-20,2246,1
127,44,20,707,-20,2238,1
127,45,20,752,-20,2241,1
127,46,20,798,-20,2246,1
127,47,20,840,-20,2237,1
127,48,20,888,-20,2241,1
127,49,20,936,-20,2243,1
127,50,20,985,-21,2245,1
