frame,row,col,x,y,z,conf
2,26,6,-6,-782,3119,0
2,27,6,47,-768,3060,0
2,28,6,103,-794,3165,0
2,29,6,157,-787,3134,0
2,30,6,212,-791,3144,0
2,31,6,262,-778,3089,0
2,32,6,322,-794,3150,0
2,33,6,367,-773,3058,0
2,34,6,415,-763,3012,0
2,35,6,479,-782,3079,0
2,36,6,515,-755,2965,0
2,37,6,574,-764,2990,0
2,38,6,604,-736,2870,0
2,39,6,665,-747,2903,0
2,40,6,704,-734,2840,0
2,41,6,743,-723,2783,0
2,42,6,789,-719,2753,0
2,43,6,832,-714,2719,0
2,44,6,871,-705,2672,0
2,45,6,914,-700,2638,0
2,46,6,947,-689,2580,0
2,47,6,976,-676,2514,0
2,48,6,1041,-689,2542,0
2,49,6,1073,-678,2485,0
2,50,6,1113,-675,2452,0
2,51,6,1132,-658,2372,0
2,52,6,1183,-662,2363,0
2,53,6,1217,-655,2319,0
2,0,7,-1155,-598,2303,0
2,1,7,-1106,-596,2314,0
2,2,7,-1049,-589,2305,0
2,3,7,-961,-563,2221,0
2,4,7,-868,-531,2114,0
2,5,7,-845,-542,2172,0
2,6,7,-820,-552,2227,0
2,7,7,-794,-562,2281,0
2,8,7,-733,-548,2237,0
2,9,7,-725,-573,2354,0
2,10,7,-703,-590,2437,0
2,11,7,-662,-593,2460,0
2,12,7,-623,-597,2489,0
2,13,7,-602,-621,2601,0
2,14,7,-576,-644,2705,0
2,15,7,-530,-645,2721,0
2,16,7,-515,-688,2914,0
2,17,7,-475,-704,2989,0
2,18,7,-425,-708,3016,0
2,19,7,-367,-698,2977,0
2,20,7,-329,-726,3106,0
2,21,7,-274,-723,3099,0
2,22,7,-221,-724,3107,0
2,23,7,-168,-729,3129,0
2,24,7,-109,-697,2995,0
2,25,7,-57,-700,3011,0
2,26,7,-6,-712,3060,0
2,27,7,47,-716,3080,0
2,28,7,98,-702,3018,0
2,29,7,152,-708,3041,0
2,30,7,205,-712,3056,0
2,31,7,261,-721,3089,0
2,32,7,315,-723,3092,0
2,33,7,371,-727,3102,0
2,34,7,421,-721,3070,0
2,35,7,466,-708,3007,0
2,36,7,533,-727,3081,0
2,37,7,569,-706,2979,0
2,38,7,608,-690,2901,0
2,39,7,663,-694,2907,0
2,40,7,701,-681,2841,0
2,41,7,738,-668,2776,0
2,42,7,791,-671,2774,0
2,43,7,845,-675,2776,0
2,44,7,858,-646,2642,0
2,45,7,923,-659,2677,0
2,46,7,982,-666,2689,0
2,47,7,1012,-654,2621,0
2,48,7,1040,-641,2551,0
2,49,7,1082,-637,2518,0
2,50,7,1130,-637,2500,0
2,51,7,1156,-626,2436,0
2,52,7,1217,-634,2444,0
2,53,7,1254,-629,2402,0
2,0,8,-1171,-561,2345,0
2,1,8,-1138,-567,2390,0
2,2,8,-1056,-548,2330,0
2,3,8,-978,-530,2271,0
2,4,8,-899,-510,2199,0
2,5,8,-838,-498,2163,0
2,6,8,-825,-514,2250,0
2,7,8,-801,-525,2312,0
2,8,8,-776,-537,2377,0
2,9,8,-746,-546,2434,0
2,10,8,-699,-544,2436,0
2,11,8,-663,-550,2475,0
2,12,8,-652,-579,2616,0
2,13,8,-636,-607,2756,0
2,14,8,-576,-595,2714,0
2,15,8,-532,-600,2743,0
2,16,8,-504,-623,2862,0
2,17,8,-463,-636,2928,0
2,18,8,-415,-640,2954,0
2,19,8,-360,-634,2934,0
2,20,8,-315,-645,2990,0
2,21,8,-264,-645,2998,0
2,22,8,-211,-642,2986,0
2,23,8,-161,-646,3009,0
2,24,8,-111,-655,3052,0
2,25,8,-227,-2574,12000,0
2,26,8,-5,-636,2968,0
2,27,8,47,-659,3073,0
2,28,8,97,-643,2997,0
2,29,8,147,-636,2961,0
2,30,8,201,-646,3006,0
2,31,8,263,-672,3122,0
2,32,8,317,-672,3118,0
2,33,8,361,-656,3035,0
2,34,8,416,-659,3045,0
2,35,8,467,-656,3023,0
2,36,8,518,-655,3006,0
2,37,8,565,-648,2969,0
2,38,8,611,-642,2930,0
2,39,8,657,-637,2895,0
2,40,8,704,-633,2865,0
2,41,8,757,-635,2862,0
2,42,8,808,-635,2848,0
2,43,8,860,-636,2835,0
2,44,8,891,-622,2758,0
2,45,8,934,-618,2723,0
2,46,8,982,-616,2700,0
2,47,8,1020,-610,2652,0
2,48,8,1092,-623,2691,0
2,49,8,1101,-601,2576,0
2,50,8,1121,-586,2492,0
2,51,8,1185,-594,2507,0
2,52,8,1215,-586,2449,0
2,53,8,1239,-575,2383,0
2,0,9,-1186,-523,2385,0
2,1,9,-1163,-533,2451,0
2,2,9,-1070,-511,2370,0
2,3,9,-1019,-508,2374,0
2,4,9,-929,-484,2281,0
2,5,9,-858,-468,2222,0
2,6,9,-828,-474,2265,0
2,7,9,-803,-484,2326,0
2,8,9,-778,-495,2393,0
2,9,9,-733,-494,2401,0
2,10,9,-3433,-2456,12000,0
2,11,9,-684,-522,2562,0
2,12,9,-666,-544,2682,0
2,13,9,-624,-548,2714,0
2,14,9,-586,-557,2769,0
2,15,9,-555,-575,2870,0
2,16,9,-507,-577,2888,0
2,17,9,-459,-580,2913,0
2,18,9,-405,-575,2898,0
2,19,9,-367,-595,3002,0
2,20,9,-311,-586,2964,0
2,21,9,-259,-584,2960,0
2,22,9,-204,-573,2907,0
2,23,9,-160,-591,3004,0
2,24,9,-107,-583,2963,0
2,25,9,-56,-581,2955,0
2,26,9,-5,-560,2851,0
2,27,9,46,-598,3041,0
2,28,9,96,-583,2965,0
2,29,9,148,-586,2979,0
2,30,9,197,-581,2949,0
2,31,9,252,-592,2999,0
2,32,9,302,-589,2981,0
2,33,9,348,-581,2934,0
2,34,9,401,-584,2941,0
2,35,9,459,-594,2985,0
2,36,9,504,-586,2938,0
2,37,9,580,-613,3061,0
2,38,9,610,-589,2933,0
2,39,9,656,-585,2899,0
2,40,9,714,-591,2917,0
2,41,9,758,-585,2874,0
2,42,9,806,-583,2851,0
2,43,9,855,-582,2829,0
2,44,9,904,-581,2809,0
2,45,9,962,-585,2815,0
2,46,9,1005,-581,2776,0
2,47,9,1038,-571,2710,0
2,48,9,1059,-556,2621,0
2,49,9,1103,-554,2590,0
2,50,9,1148,-552,2563,0
2,51,9,1197,-552,2544,0
2,52,9,1217,-540,2463,0
2,53,9,1252,-535,2418,0
2,0,10,-1136,-458,2294,0
2,1,10,-1137,-476,2408,0
2,2,10,-1096,-478,2436,0
2,3,10,-1071,-487,2502,0
2,4,10,-957,-455,2356,0
2,5,10,-916,-456,2379,0
2,6,10,-832,-436,2286,0
2,7,10,-802,-442,2334,0
2,8,10,-774,-450,2390,0
2,9,10,-754,-464,2478,0
2,10,10,-718,-469,2516,0
2,11,10,-686,-477,2577,0
2,12,10,-652,-486,2633,0
2,13,10,-619,-496,2701,0
2,14,10,-594,-515,2816,0
2,15,10,-546,-516,2831,0
2,16,10,-508,-528,2906,0
2,17,10,-455,-525,2896,0
2,18,10,-407,-527,2917,0
2,19,10,-356,-526,2919,0
2,20,10,-306,-526,2924,0
2,21,10,-1048,-2155,12000,0
2,22,10,-203,-520,2902,0
2,23,10,-155,-525,2928,0
2,24,10,-105,-524,2927,0
2,25,10,-55,-519,2902,0
2,26,10,-5,-508,2842,0
2,27,10,45,-522,2920,0
2,28,10,94,-519,2899,0
2,29,10,145,-527,2944,0
2,30,10,197,-533,2970,0
2,31,10,248,-533,2968,0
2,32,10,291,-518,2882,0
2,33,10,346,-527,2923,0
2,34,10,397,-528,2921,0
2,35,10,457,-539,2977,0
2,36,10,502,-533,2936,0
2,37,10,550,-530,2908,0
2,38,10,612,-541,2957,0
2,39,10,651,-530,2888,0
2,40,10,717,-541,2938,0
2,41,10,776,-547,2955,0
2,42,10,806,-532,2859,0
2,43,10,858,-533,2850,0
2,44,10,897,-526,2796,0
2,45,10,948,-527,2784,0
2,46,10,1003,-529,2779,0
2,47,10,1054,-529,2763,0
2,48,10,1074,-515,2668,0
2,49,10,1102,-505,2597,0
2,50,10,1164,-511,2609,0
2,51,10,1203,-507,2566,0
2,52,10,1238,-502,2516,0
2,53,10,1262,-492,2447,0
2,0,11,-1173,-428,2376,0
2,1,11,-1141,-432,2424,0
2,2,11,-1112,-439,2481,0
2,3,11,-1076,-443,2522,0
2,4,11,-987,-425,2437,0
2,5,11,-889,-401,2316,0
2,6,11,-855,-405,2354,0
2,7,11,-845,-421,2465,0
2,8,11,-798,-420,2472,0
2,9,11,-763,-424,2514,0
2,10,11,-724,-427,2545,0
2,11,11,-682,-430,2571,0
2,12,11,-654,-441,2649,0
2,13,11,-637,-462,2789,0
2,14,11,-593,-466,2824,0
2,15,11,-547,-468,2846,0
2,16,11,-485,-456,2784,0
2,17,11,-446,-465,2847,0
2,18,11,-399,-468,2872,0
2,19,11,-340,-456,2802,0
2,20,11,-294,-458,2820,0
2,21,11,-246,-458,2830,0
2,22,11,-203,-470,2908,0
2,23,11,-149,-455,2819,0
2,24,11,-98,-444,2753,0
2,25,11,-52,-451,2797,0
2,26,11,-5,-465,2885,0
2,27,11,44,-465,2879,0
2,28,11,94,-469,2908,0
2,29,11,140,-458,2836,0
2,30,11,195,-476,2941,0
2,31,11,239,-464,2865,0
2,32,11,290,-467,2882,0
2,33,11,333,-459,2822,0
2,34,11,389,-468,2875,0
2,35,11,441,-470,2880,0
2,36,11,491,-471,2876,0
2,37,11,539,-470,2858,0
2,38,11,611,-488,2960,0
2,39,11,650,-479,2894,0
2,40,11,711,-486,2923,0
2,41,11,746,-475,2847,0
2,42,11,804,-481,2865,0
2,43,11,857,-482,2856,0
2,44,11,929,-493,2907,0
2,45,11,946,-475,2786,0
2,46,11,1005,-480,2795,0
2,47,11,1052,-478,2765,0
2,48,11,1091,-473,2717,0
2,49,11,1125,-466,2660,0
2,50,11,1185,-471,2666,0
2,51,11,1192,-455,2552,0
2,52,11,1253,-459,2556,0
2,53,11,1286,-454,2503,0
2,0,12,-1189,-388,2415,0
2,1,12,-1162,-394,2475,0
2,2,12,-1124,-397,2514,0
2,3,12,-1099,-405,2584,0
2,4,12,-1014,-390,2512,0
2,5,12,-979,-395,2557,0
2,6,12,-888,-376,2452,0
2,7,12,-825,-368,2413,0
2,8,12,-787,-370,2445,0
2,9,12,-785,-390,2592,0
2,10,12,-734,-388,2588,0
2,11,12,-688,-388,2602,0
2,12,12,-674,-406,2738,0
2,13,12,-624,-405,2742,0
2,14,12,-578,-406,2760,0
2,15,12,-541,-414,2823,0
2,16,12,-501,-421,2881,0
2,17,12,-439,-410,2813,0
2,18,12,-389,-408,2809,0
2,19,12,-338,-405,2790,0
2,20,12,-288,-402,2774,0
2,21,12,-243,-405,2801,0
2,22,12,-196,-407,2818,0
2,23,12,-147,-403,2798,0
2,24,12,-98,-398,2763,0
2,25,12,-53,-407,2829,0
2,26,12,-5,-406,2820,0
2,27,12,43,-406,2818,0
2,28,12,90,-400,2774,0
2,29,12,137,-402,2789,0
2,30,12,184,-401,2777,0
2,31,12,233,-404,2799,0
2,32,12,283,-408,2816,0
2,33,12,325,-400,2759,0
2,34,12,391,-421,2895,0
2,35,12,441,-422,2894,0
2,36,12,481,-413,2825,0
2,37,12,532,-415,2831,0
2,38,12,581,-415,2818,0
2,39,12,628,-414,2800,0
2,40,12,698,-427,2879,0
2,41,12,738,-421,2825,0
2,42,12,787,-421,2812,0
2,43,12,840,-422,2806,0
2,44,12,905,-430,2840,0
2,45,12,960,-432,2836,0
2,46,12,1002,-428,2793,0
2,47,12,1062,-432,2801,0
2,48,12,1103,-428,2756,0
2,49,12,1121,-416,2659,0
2,50,12,1209,-430,2726,0
2,51,12,1221,-417,2621,0
2,52,12,1281,-420,2623,0
2,53,12,1303,-411,2543,0
2,0,13,-1187,-341,2417,0
2,1,13,-1180,-353,2520,0
2,2,13,-1136,-354,2547,0
2,3,13,-1095,-356,2582,0
2,4,13,-1028,-349,2552,0
2,5,13,-985,-350,2579,0
2,6,13,-888,-332,2459,0
2,7,13,-858,-337,2515,0
2,8,13,-797,-331,2481,0
2,9,13,-781,-343,2586,0
2,10,13,-742,-346,2624,0
2,11,13,-720,-358,2727,0
2,12,13,-679,-361,2767,0
2,13,13,-625,-358,2753,0
2,14,13,-582,-361,2784,0
2,15,13,-528,-357,2765,0
2,16,13,-484,-360,2795,0
2,17,13,-432,-356,2777,0
2,18,13,-377,-349,2730,0
2,19,13,-334,-353,2762,0
2,20,13,-284,-350,2743,0
2,21,13,-235,-346,2720,0
2,22,13,-191,-350,2758,0
2,23,13,-143,-346,2725,0
2,24,13,-99,-353,2781,0
2,25,13,-51,-349,2755,0
2,26,13,-4,-341,2688,0
2,27,13,42,-348,2743,0
2,28,13,88,-345,2725,0
2,29,13,134,-346,2725,0
2,30,13,183,-352,2768,0
2,31,13,225,-344,2704,0
2,32,13,281,-357,2802,0
2,33,13,326,-354,2775,0
2,34,13,370,-351,2744,0
2,35,13,434,-366,2854,0
2,36,13,469,-355,2762,0
2,37,13,516,-355,2750,0
2,38,13,574,-362,2792,0
2,39,13,618,-359,2764,0
2,40,13,690,-372,2852,0
2,41,13,720,-363,2765,0
2,42,13,769,-363,2753,0
2,43,13,838,-372,2806,0
2,44,13,896,-375,2819,0
2,45,13,941,-373,2787,0
2,46,13,1000,-377,2795,0
2,47,13,1049,-376,2773,0
2,48,13,1096,-375,2747,0
2,49,13,1153,-377,2742,0
2,50,13,1184,-371,2677,0
2,51,13,1259,-379,2710,0
2,52,13,1291,-374,2649,0
2,53,13,1329,-370,2602,0
2,0,14,-1228,-306,2506,0
2,1,14,-1208,-313,2585,0
2,2,14,-1155,-312,2595,0
2,3,14,-1144,-322,2701,0
2,4,14,-1047,-308,2604,0
2,5,14,-972,-300,2550,0
2,6,14,-892,-289,2475,0
2,7,14,-858,-292,2522,0
2,8,14,-810,-291,2524,0
2,9,14,-796,-303,2640,0
2,10,14,-754,-305,2671,0
2,11,14,-714,-308,2710,0
2,12,14,-663,-306,2706,0
2,13,14,-609,-302,2687,0
2,14,14,-561,-302,2692,0
2,15,14,-523,-306,2743,0
2,16,14,-461,-297,2670,0
2,17,14,-422,-301,2716,0
2,18,14,-373,-299,2705,0
2,19,14,-324,-297,2688,0
2,20,14,-279,-298,2704,0
2,21,14,-240,-306,2783,0
2,22,14,-187,-297,2703,0
2,23,14,-140,-295,2685,0
2,24,14,-95,-296,2700,0
2,25,14,-50,-297,2711,0
2,26,14,-4,-295,2696,0
2,27,14,41,-296,2703,0
2,28,14,87,-296,2698,0
2,29,14,131,-293,2666,0
2,30,14,179,-297,2705,0
2,31,14,225,-298,2708,0
2,32,14,269,-296,2689,0
2,33,14,318,-299,2713,0
2,34,14,367,-301,2724,0
2,35,14,419,-306,2759,0
2,36,14,459,-301,2706,0
2,37,14,508,-303,2714,0
2,38,14,568,-310,2771,0
2,39,14,613,-309,2746,0
2,40,14,656,-306,2714,0
2,41,14,714,-311,2745,0
2,42,14,773,-316,2774,0
2,43,14,848,-326,2849,0
2,44,14,884,-321,2788,0
2,45,14,938,-323,2785,0
2,46,14,990,-323,2775,0
2,47,14,1029,-320,2728,0
2,48,14,1098,-326,2759,0
2,49,14,1168,-331,2785,0
2,50,14,1201,-327,2723,0
2,51,14,1241,-324,2678,0
2,52,14,1286,-323,2645,0
2,53,14,1342,-324,2635,0
2,0,15,-1228,-259,2511,0
2,1,15,-1201,-263,2575,0
2,2,15,-1156,-264,2602,0
2,3,15,-1115,-266,2640,0
2,4,15,-1054,-262,2627,0
2,5,15,-994,-259,2613,0
2,6,15,-924,-253,2568,0
2,7,15,-869,-251,2558,0
2,8,15,-813,-247,2540,0
2,9,15,-781,-251,2597,0
2,10,15,-745,-255,2643,0
2,11,15,-701,-255,2665,0
2,12,15,-649,-253,2654,0
2,13,15,-597,-251,2640,0
2,14,15,-550,-250,2643,0
2,15,15,-511,-253,2686,0
2,16,15,-461,-251,2674,0
2,17,15,-416,-252,2688,0
2,18,15,-362,-246,2635,0
2,19,15,-314,-244,2615,0
2,20,15,-278,-251,2701,0
2,21,15,-229,-247,2659,0
2,22,15,-182,-245,2641,0
