frame,row,col,x,y,z,is_edge,is_planar
2,2,28,-957.000000,299.000000,2150.000000,0,0
2,2,29,-956.000000,338.000000,2140.000000,0,0
2,2,30,-954.000000,377.000000,2130.000000,0,0
2,2,31,-951.000000,415.000000,2116.000000,0,0
2,2,32,-934.000000,447.000000,2072.000000,0,0
2,2,33,-926.000000,481.000000,2045.000000,0,0
2,2,34,-926.000000,520.000000,2037.000000,0,0
2,2,35,-905.000000,546.000000,1982.000000,0,0
2,2,36,-894.000000,577.000000,1949.000000,0,0
2,2,37,-883.000000,607.000000,1915.000000,0,0
2,2,38,-874.000000,636.000000,1883.000000,0,0
2,2,39,-880.000000,677.000000,1884.000000,0,0
2,2,40,-871.000000,707.000000,1853.000000,0,0
2,2,41,-884.000000,754.000000,1867.000000,0,0
2,3,0,-840.000000,-748.000000,1868.000000,0,0
2,3,1,-833.000000,-706.000000,1866.000000,0,0
2,3,2,-870.000000,-699.000000,1960.000000,0,0
2,3,3,-875.000000,-664.000000,1982.000000,0,0
2,3,4,-901.000000,-645.000000,2052.000000,0,0
2,3,5,-898.000000,-604.000000,2058.000000,0,0
2,3,6,-927.000000,-583.000000,2133.000000,0,0
2,3,7,-961.000000,-563.000000,2221.000000,0,0
2,3,8,-978.000000,-530.000000,2271.000000,0,0
2,3,9,-1019.000000,-508.000000,2374.000000,0,0
2,3,10,-1071.000000,-487.000000,2502.000000,0,0
2,3,11,-1076.000000,-443.000000,2522.000000,0,0
2,3,12,-1099.000000,-405.000000,2584.000000,0,0
2,3,13,-1095.000000,-356.000000,2582.000000,0,0
2,3,14,-1144.000000,-322.000000,2701.000000,0,0
2,3,15,-1115.000000,-266.000000,2640.000000,0,0
2,3,16,-1115.000000,-217.000000,2642.000000,0,0
2,3,17,-1118.000000,-169.000000,2653.000000,0,0
2,3,18,-1089.000000,-118.000000,2588.000000,0,0
2,3,19,-1074.000000,-70.000000,2555.000000,0,0
2,3,20,-1053.000000,-23.000000,2506.000000,0,0
2,3,21,-1035.000000,22.000000,2463.000000,0,0
2,3,22,-998.000000,65.000000,2376.000000,0,0
2,3,23,-964.000000,105.000000,2294.000000,0,0
2,3,24,-983.000000,149.000000,2335.000000,0,0
2,3,25,-953.000000,186.000000,2263.000000,0,0
2,3,26,-951.000000,227.000000,2254.000000,0,0
2,3,27,-907.000000,256.000000,2146.000000,0,0
2,3,28,-936.000000,304.000000,2209.000000,0,0
2,3,29,-908.000000,335.000000,2139.000000,0,0
2,3,30,-902.000000,372.000000,2117.000000,0,0
2,3,31,-894.000000,407.000000,2092.000000,0,0
2,3,32,-894.000000,446.000000,2084.000000,0,0
2,3,33,-874.000000,474.000000,2031.000000,0,0
2,3,34,-875.000000,513.000000,2025.000000,0,0
2,3,35,-870.000000,547.000000,2003.000000,0,0
2,3,36,-841.000000,566.000000,1928.000000,0,0
2,3,37,-837.000000,600.000000,1908.000000,0,0
2,3,38,-830.000000,631.000000,1882.000000,0,0
2,3,39,-822.000000,660.000000,1852.000000,0,0
2,3,40,-823.000000,697.000000,1843.000000,0,0
2,3,41,-832.000000,741.000000,1850.000000,0,0
2,4,0,-823.000000,-766.000000,1926.000000,0,0
2,4,1,-809.000000,-716.000000,1907.000000,0,0
2,4,2,-833.000000,-700.000000,1977.000000,0,0
2,4,3,-842.000000,-669.000000,2010.000000,0,0
2,4,4,-837.000000,-627.000000,2009.000000,0,0
2,4,5,-836.000000,-588.000000,2017.000000,0,0
2,4,6,-868.000000,-571.000000,2105.000000,0,0
2,4,7,-868.000000,-531.000000,2114.000000,0,0
2,4,8,-899.000000,-510.000000,2199.000000,0,0
2,4,9,-929.000000,-484.000000,2281.000000,0,0
2,4,10,-957.000000,-455.000000,2356.000000,0,0
2,4,11,-987.000000,-425.000000,2437.000000,0,0
2,4,12,-1014.000000,-390.000000,2512.000000,0,0
2,4,13,-1028.000000,-349.000000,2552.000000,0,0
2,4,14,-1047.000000,-308.000000,2604.000000,0,0
2,4,15,-1054.000000,-262.000000,2627.000000,0,0
2,4,16,-1047.000000,-213.000000,2614.000000,0,0
2,4,17,-1046.000000,-166.000000,2614.000000,0,0
2,4,18,-1025.000000,-116.000000,2566.000000,0,0
2,4,19,-1008.000000,-68.000000,2525.000000,0,0
2,4,20,-994.000000,-23.000000,2490.000000,0,0
2,4,21,-970.000000,22.000000,2431.000000,0,0
2,4,22,-951.000000,65.000000,2383.000000,0,0
2,4,23,-928.000000,105.000000,2325.000000,0,0
2,4,24,-916.000000,145.000000,2293.000000,0,0
2,4,25,-897.000000,183.000000,2243.000000,0,0
2,4,26,-916.000000,228.000000,2285.000000,0,0
2,4,27,-888.000000,262.000000,2213.000000,0,0
2,4,28,-874.000000,297.000000,2174.000000,0,0
2,4,29,-864.000000,333.000000,2143.000000,0,0
2,4,30,-847.000000,365.000000,2094.000000,0,0
2,4,31,-863.000000,411.000000,2127.000000,0,0
2,4,32,-839.000000,438.000000,2062.000000,0,0
2,4,33,-833.000000,472.000000,2038.000000,0,0
2,4,34,-816.000000,500.000000,1989.000000,0,0
2,4,35,-816.000000,537.000000,1979.000000,0,0
2,4,36,-819.000000,576.000000,1978.000000,0,0
2,4,37,-825.000000,618.000000,1982.000000,0,0
2,4,38,-795.000000,631.000000,1898.000000,0,0
2,4,39,-792.000000,666.000000,1881.000000,0,0
2,4,40,-779.000000,690.000000,1838.000000,0,0
2,4,41,-788.000000,734.000000,1846.000000,0,0
2,5,0,-772.000000,-753.000000,1909.000000,0,0
2,5,1,-806.000000,-747.000000,2004.000000,0,0
2,5,2,-825.000000,-725.000000,2065.000000,0,0
2,5,3,-810.000000,-674.000000,2041.000000,0,0
2,5,4,-805.000000,-632.000000,2040.000000,0,0
2,5,5,-830.000000,-611.000000,2113.000000,0,0
2,5,6,-819.000000,-564.000000,2096.000000,0,0
2,5,7,-845.000000,-542.000000,2172.000000,0,0
2,5,8,-838.000000,-498.000000,2163.000000,0,0
2,5,9,-858.000000,-468.000000,2222.000000,0,0
2,5,10,-916.000000,-456.000000,2379.000000,0,0
2,5,11,-889.000000,-401.000000,2316.000000,0,0
2,5,12,-979.000000,-395.000000,2557.000000,0,0
2,5,13,-985.000000,-350.000000,2579.000000,0,0
2,5,14,-972.000000,-300.000000,2550.000000,0,0
2,5,15,-994.000000,-259.000000,2613.000000,0,0
2,5,16,-1015.000000,-217.000000,2673.000000,0,0
2,5,17,-983.000000,-163.000000,2593.000000,0,0
2,5,18,-961.000000,-114.000000,2538.000000,0,0
2,5,19,-975.000000,-69.000000,2576.000000,0,0
2,5,20,-931.000000,-22.000000,2460.000000,0,0
2,5,21,-913.000000,22.000000,2415.000000,0,0
2,5,22,-900.000000,64.000000,2378.000000,0,0
2,5,23,-896.000000,106.000000,2367.000000,0,0
2,5,24,-865.000000,144.000000,2283.000000,0,0
2,5,25,-847.000000,181.000000,2235.000000,0,0
2,5,26,-850.000000,222.000000,2239.000000,0,0
2,5,27,-847.000000,262.000000,2227.000000,0,0
2,5,28,-831.000000,296.000000,2180.000000,0,0
2,5,29,-818.000000,330.000000,2139.000000,0,0
2,5,30,-809.000000,365.000000,2111.000000,0,0
2,5,31,-802.000000,400.000000,2086.000000,0,0
2,5,32,-800.000000,437.000000,2073.000000,0,0
2,5,33,-770.000000,457.000000,1988.000000,0,0
2,5,34,-789.000000,507.000000,2030.000000,0,0
2,5,35,-781.000000,538.000000,1998.000000,0,0
2,5,36,-769.000000,567.000000,1959.000000,0,0
2,5,37,-757.000000,594.000000,1919.000000,0,0
2,5,38,-752.000000,626.000000,1896.000000,0,0
2,5,39,-762.000000,670.000000,1908.000000,0,0
2,5,40,-739.000000,686.000000,1841.000000,0,0
2,5,41,-730.000000,712.000000,1805.000000,0,0
2,6,0,-762.000000,-780.000000,1991.000000,0,0
2,6,1,-761.000000,-741.000000,2002.000000,0,0
2,6,2,-774.000000,-714.000000,2047.000000,0,0
2,6,3,-776.000000,-678.000000,2066.000000,0,0
2,6,4,-760.000000,-626.000000,2035.000000,0,0
2,6,5,-804.000000,-622.000000,2163.000000,0,0
2,6,6,-793.000000,-573.000000,2143.000000,0,0
2,6,7,-820.000000,-552.000000,2227.000000,0,0
2,6,8,-825.000000,-514.000000,2250.000000,0,0
2,6,9,-828.000000,-474.000000,2265.000000,0,0
2,6,10,-832.000000,-436.000000,2286.000000,0,0
2,6,11,-855.000000,-405.000000,2354.000000,0,0
2,6,12,-888.000000,-376.000000,2452.000000,0,0
2,6,13,-888.000000,-332.000000,2459.000000,0,0
2,6,14,-892.000000,-289.000000,2475.000000,0,0
2,6,15,-924.000000,-253.000000,2568.000000,0,0
2,6,16,-926.000000,-208.000000,2578.000000,0,0
2,6,17,-938.000000,-163.000000,2613.000000,0,0
2,6,18,-913.000000,-114.000000,2548.000000,0,0
2,6,19,-921.000000,-69.000000,2570.000000,0,0
2,6,20,-894.000000,-22.000000,2497.000000,0,0
2,6,21,-832.000000,21.000000,2325.000000,0,0
2,6,22,-837.000000,63.000000,2339.000000,0,0
2,6,23,-859.000000,107.000000,2397.000000,0,0
2,6,24,-824.000000,144.000000,2298.000000,0,0
2,6,25,-820.000000,184.000000,2284.000000,0,0
2,6,26,-820.000000,225.000000,2281.000000,0,0
2,6,27,-783.000000,254.000000,2175.000000,0,0
2,6,28,-778.000000,291.000000,2156.000000,0,0
2,6,29,-776.000000,329.000000,2146.000000,0,0
2,6,30,-780.000000,370.000000,2150.000000,0,0
2,6,31,-777.000000,407.000000,2137.000000,0,0
2,6,32,-747.000000,429.000000,2046.000000,0,0
2,6,33,-758.000000,473.000000,2069.000000,0,0
2,6,34,-751.000000,506.000000,2042.000000,0,0
2,6,35,-736.000000,533.000000,1992.000000,0,0
2,6,36,-731.000000,565.000000,1968.000000,0,0
2,6,37,-719.000000,592.000000,1927.000000,0,0
2,6,38,-724.000000,633.000000,1930.000000,0,0
2,6,39,-716.000000,662.000000,1897.000000,0,0
2,6,40,-703.000000,685.000000,1852.000000,0,0
2,6,41,-706.000000,723.000000,1846.000000,0,0
2,7,0,-732.000000,-788.000000,2026.000000,0,0
2,7,1,-748.000000,-766.000000,2082.000000,0,0
2,7,2,-751.000000,-730.000000,2105.000000,0,0
2,7,3,-763.000000,-701.000000,2150.000000,0,0
2,7,4,-779.000000,-675.000000,2208.000000,0,0
2,7,5,-770.000000,-626.000000,2193.000000,0,0
2,7,6,-769.000000,-585.000000,2201.000000,0,0
2,7,7,-794.000000,-562.000000,2281.000000,0,0
2,7,8,-801.000000,-525.000000,2312.000000,0,0
2,7,9,-803.000000,-484.000000,2326.000000,0,0
2,7,10,-802.000000,-442.000000,2334.000000,0,0
2,7,11,-845.000000,-421.000000,2465.000000,0,0
2,7,12,-825.000000,-368.000000,2413.000000,0,0
2,7,13,-858.000000,-337.000000,2515.000000,0,0
2,7,14,-858.000000,-292.000000,2522.000000,0,0
2,7,15,-869.000000,-251.000000,2558.000000,0,0
2,7,16,-856.000000,-202.000000,2523.000000,0,0
2,7,17,-875.000000,-161.000000,2583.000000,0,0
2,7,18,-873.000000,-114.000000,2580.000000,0,0
2,7,19,-844.000000,-66.000000,2494.000000,0,0
2,7,20,-832.000000,-22.000000,2461.000000,0,0
2,7,21,-815.000000,21.000000,2410.000000,0,0
2,7,22,-803.000000,63.000000,2376.000000,0,0
2,7,23,-807.000000,106.000000,2386.000000,0,0
2,7,24,-771.000000,141.000000,2277.000000,0,0
2,7,25,-767.000000,181.000000,2263.000000,0,0
2,7,26,-760.000000,219.000000,2239.000000,0,0
2,7,27,-745.000000,254.000000,2191.000000,0,0
2,7,28,-735.000000,289.000000,2159.000000,0,0
2,7,29,-743.000000,332.000000,2177.000000,0,0
2,7,30,-738.000000,368.000000,2154.000000,0,0
2,7,31,-720.000000,397.000000,2096.000000,0,0
2,7,32,-707.000000,427.000000,2053.000000,0,0
2,7,33,-710.000000,466.000000,2053.000000,0,0
2,7,34,-702.000000,498.000000,2022.000000,0,0
2,7,35,-693.000000,528.000000,1987.000000,0,0
2,7,36,-692.000000,563.000000,1974.000000,0,0
2,7,37,-682.000000,591.000000,1935.000000,0,0
2,7,38,-677.000000,623.000000,1912.000000,0,0
2,7,39,-669.000000,651.000000,1879.000000,0,0
2,7,40,-666.000000,682.000000,1857.000000,0,0
2,7,41,-662.000000,713.000000,1834.000000,0,0
2,8,0,-707.000000,-803.000000,2076.000000,0,0
2,8,1,-726.000000,-784.000000,2146.000000,0,0
2,8,2,-714.000000,-732.000000,2126.000000,0,0
2,8,3,-729.000000,-707.000000,2182.000000,0,0
2,8,4,-735.000000,-672.000000,2213.000000,0,0
2,8,5,-733.000000,-629.000000,2218.000000,0,0
2,8,6,-748.000000,-600.000000,2273.000000,0,0
2,8,7,-733.000000,-548.000000,2237.000000,0,0
2,8,8,-776.000000,-537.000000,2377.000000,0,0
2,8,9,-778.000000,-495.000000,2393.000000,0,0
2,8,10,-774.000000,-450.000000,2390.000000,0,0
2,8,11,-798.000000,-420.000000,2472.000000,0,0
2,8,12,-787.000000,-370.000000,2445.000000,0,0
2,8,13,-797.000000,-331.000000,2481.000000,0,0
2,8,14,-810.000000,-291.000000,2524.000000,0,0
2,8,15,-813.000000,-247.000000,2540.000000,0,0
2,8,16,-824.000000,-205.000000,2579.000000,0,0
2,8,17,-823.000000,-159.000000,2577.000000,0,0
2,8,18,-802.000000,-111.000000,2516.000000,0,0
2,8,19,-810.000000,-67.000000,2542.000000,0,0
2,8,20,-793.000000,-22.000000,2489.000000,0,0
2,8,21,-766.000000,21.000000,2407.000000,0,0
2,8,22,-756.000000,63.000000,2376.000000,0,0
2,8,23,-747.000000,103.000000,2344.000000,0,0
2,8,24,-730.000000,142.000000,2291.000000,0,0
2,8,25,-724.000000,180.000000,2267.000000,0,0
2,8,26,-713.000000,217.000000,2232.000000,0,0
2,8,27,-712.000000,256.000000,2225.000000,0,0
2,8,28,-708.000000,294.000000,2207.000000,0,0
2,8,29,-696.000000,328.000000,2165.000000,0,0
2,8,30,-690.000000,363.000000,2140.000000,0,0
2,8,31,-683.000000,397.000000,2111.000000,0,0
2,8,32,-674.000000,430.000000,2076.000000,0,0
2,8,33,-670.000000,464.000000,2055.000000,0,0
2,8,34,-668.000000,500.000000,2041.000000,0,0
2,8,35,-656.000000,527.000000,1996.000000,0,0
2,8,36,-644.000000,553.000000,1950.000000,0,0
2,8,37,-649.000000,594.000000,1957.000000,0,0
2,8,38,-633.000000,615.000000,1898.000000,0,0
2,8,39,-645.000000,661.000000,1920.000000,0,0
2,8,40,-631.000000,683.000000,1869.000000,0,0
2,8,41,-624.000000,710.000000,1835.000000,0,0
2,9,0,-686.000000,-825.000000,2146.000000,0,0
2,9,1,-689.000000,-788.000000,2170.000000,0,0
2,9,2,-687.000000,-745.000000,2176.000000,0,0
2,9,3,-705.000000,-724.000000,2247.000000,0,0
2,9,4,-688.000000,-666.000000,2204.000000,0,0
2,9,5,-716.000000,-650.000000,2305.000000,0,0
2,9,6,-719.000000,-610.000000,2324.000000,0,0
2,9,7,-725.000000,-573.000000,2354.000000,0,0
2,9,8,-746.000000,-546.000000,2434.000000,0,0
2,9,9,-733.000000,-494.000000,2401.000000,0,0
2,9,10,-754.000000,-464.000000,2478.000000,0,0
2,9,11,-763.000000,-424.000000,2514.000000,0,0
2,9,12,-785.000000,-390.000000,2592.000000,0,0
2,9,13,-781.000000,-343.000000,2586.000000,0,0
2,9,14,-796.000000,-303.000000,2640.000000,0,0
2,9,15,-781.000000,-251.000000,2597.000000,0,0
2,9,16,-784.000000,-206.000000,2609.000000,0,0
2,9,17,-787.000000,-161.000000,2624.000000,0,0
2,9,18,-767.000000,-112.000000,2559.000000,0,0
2,9,19,-766.000000,-67.000000,2558.000000,0,0
2,9,20,-748.000000,-22.000000,2499.000000,0,0
2,9,21,-725.000000,21.000000,2423.000000,0,0
2,9,22,-711.000000,62.000000,2375.000000,0,0
2,9,23,-697.000000,102.000000,2330.000000,0,0
2,9,24,-698.000000,143.000000,2330.000000,0,0
2,9,25,-687.000000,181.000000,2291.000000,0,0
2,9,26,-680.000000,219.000000,2263.000000,0,0
2,9,27,-658.000000,251.000000,2188.000000,0,0
2,9,28,-662.000000,291.000000,2197.000000,0,0
2,9,29,-661.000000,330.000000,2189.000000,0,0
2,9,30,-645.000000,359.000000,2129.000000,0,0
2,9,31,-636.000000,392.000000,2094.000000,0,0
2,9,32,-638.000000,431.000000,2093.000000,0,0
2,9,33,-627.000000,460.000000,2050.000000,0,0
2,9,34,-623.000000,493.000000,2027.000000,0,0
2,9,35,-619.000000,527.000000,2005.000000,0,0
2,9,36,-608.000000,553.000000,1962.000000,0,0
2,9,37,-610.000000,591.000000,1958.000000,0,0
2,9,38,-595.000000,611.000000,1899.000000,0,0
2,9,39,-591.000000,642.000000,1876.000000,0,0
2,9,40,-591.000000,677.000000,1864.000000,0,0
2,9,41,-594.000000,715.000000,1860.000000,0,0
2,10,0,-672.000000,-858.000000,2244.000000,0,0
2,10,1,-657.000000,-797.000000,2207.000000,0,0
2,10,2,-674.000000,-777.000000,2280.000000,0,0
2,10,3,-700.000000,-762.000000,2379.000000,0,0
2,10,4,-674.000000,-692.000000,2304.000000,0,0
2,10,5,-694.000000,-669.000000,2384.000000,0,0
2,10,6,-687.000000,-620.000000,2373.000000,0,0
2,10,7,-703.000000,-590.000000,2437.000000,0,0
2,10,8,-699.000000,-544.000000,2436.000000,0,0
2,10,9,-3433.000000,-2456.000000,12000.000000,0,0
2,10,10,-718.000000,-469.000000,2516.000000,0,0
2,10,11,-724.000000,-427.000000,2545.000000,0,0
2,10,12,-734.000000,-388.000000,2588.000000,0,0
2,10,13,-742.000000,-346.000000,2624.000000,0,0
2,10,14,-754.000000,-305.000000,2671.000000,0,0
2,10,15,-745.000000,-255.000000,2643.000000,0,0
2,10,16,-739.000000,-207.000000,2628.000000,0,0
2,10,17,-737.000000,-160.000000,2625.000000,0,0
2,10,18,-732.000000,-114.000000,2608.000000,0,0
2,10,19,-711.000000,-66.000000,2536.000000,0,0
2,10,20,-700.000000,-22.000000,2498.000000,0,0
2,10,21,-669.000000,21.000000,2388.000000,0,0
2,10,22,-670.000000,63.000000,2391.000000,0,0
2,10,23,-668.000000,104.000000,2383.000000,0,0
2,10,24,-641.000000,140.000000,2286.000000,0,0
2,10,25,-635.000000,178.000000,2262.000000,0,0
2,10,26,-624.000000,214.000000,2221.000000,0,0
2,10,27,-621.000000,252.000000,2206.000000,0,0
2,10,28,-620.000000,289.000000,2195.000000,0,0
2,10,29,-612.000000,324.000000,2165.000000,0,0
2,10,30,-601.000000,356.000000,2120.000000,0,0
2,10,31,-602.000000,394.000000,2114.000000,0,0
2,10,32,-585.000000,419.000000,2049.000000,0,0
2,10,33,-587.000000,457.000000,2048.000000,0,0
2,10,34,-594.000000,500.000000,2063.000000,0,0
2,10,35,-585.000000,529.000000,2024.000000,0,0
2,10,36,-574.000000,554.000000,1976.000000,0,0
2,10,37,-563.000000,580.000000,1931.000000,0,0
2,10,38,-566.000000,618.000000,1930.000000,0,0
2,10,39,-557.000000,643.000000,1889.000000,0,0
2,10,40,-561.000000,683.000000,1891.000000,0,0
2,10,41,-547.000000,700.000000,1830.000000,0,0
2,11,0,-620.000000,-844.000000,2220.000000,0,0
2,11,1,-627.000000,-811.000000,2257.000000,0,0
2,11,2,-653.000000,-802.000000,2367.000000,0,0
2,11,3,-662.000000,-768.000000,2411.000000,0,0
2,11,4,-641.000000,-702.000000,2348.000000,0,0
2,11,5,-668.000000,-686.000000,2458.000000,0,0
2,11,6,-651.000000,-626.000000,2409.000000,0,0
2,11,7,-662.000000,-593.000000,2460.000000,0,0
2,11,8,-663.000000,-550.000000,2475.000000,0,0
2,11,9,-684.000000,-522.000000,2562.000000,0,0
2,11,10,-686.000000,-477.000000,2577.000000,0,0
2,11,11,-682.000000,-430.000000,2571.000000,0,0
2,11,12,-688.000000,-388.000000,2602.000000,0,0
2,11,13,-720.000000,-358.000000,2727.000000,0,0
2,11,14,-714.000000,-308.000000,2710.000000,0,0
2,11,15,-701.000000,-255.000000,2665.000000,0,0
2,11,16,-686.000000,-205.000000,2614.000000,0,0
2,11,17,-684.000000,-159.000000,2609.000000,0,0
2,11,18,-661.000000,-110.000000,2525.000000,0,0
2,11,19,-665.000000,-66.000000,2540.000000,0,0
2,11,20,-651.000000,-22.000000,2489.000000,0,0
2,11,21,-623.000000,21.000000,2383.000000,0,0
2,11,22,-626.000000,62.000000,2395.000000,0,0
2,11,23,-617.000000,102.000000,2358.000000,0,0
2,11,24,-605.000000,141.000000,2312.000000,0,0
2,11,25,-594.000000,177.000000,2267.000000,0,0
2,11,26,-592.000000,216.000000,2256.000000,0,0
2,11,27,-580.000000,250.000000,2205.000000,0,0
2,11,28,-582.000000,290.000000,2211.000000,0,0
2,11,29,-576.000000,325.000000,2180.000000,0,0
2,11,30,-569.000000,359.000000,2149.000000,0,0
2,11,31,-550.000000,384.000000,2073.000000,0,0
2,11,32,-548.000000,419.000000,2057.000000,0,0
2,11,33,-556.000000,462.000000,2080.000000,0,0
2,11,34,-545.000000,490.000000,2032.000000,0,0
2,11,35,-529.000000,510.000000,1963.000000,0,0
2,11,36,-527.000000,543.000000,1945.000000,0,0
2,11,37,-535.000000,588.000000,1967.000000,0,0
2,11,38,-525.000000,612.000000,1920.000000,0,0
2,11,39,-524.000000,645.000000,1904.000000,0,0
